GBI Store Code,GBI Store Name,GBI Store Address,Ownership,GBI Store Type,GBI Store Region,GBI Store Sub Region,GBI Store Province Municipality,Cluster,GBI Store Email Add,GBI SBU
119781,ROBINSONS LIPA - SU,"Level 101241 Robinsons Place lipa , JP Laurel highway Mataas na Lupa, Lipa City Batangas",SUBSIDIARIES,Bakeshop,LUZON,SOUTHERN LUZON,LIPA CITY,Cluster 3,store.119781@goldilocks.com,Store
107138,ROBINSONS MALOLOS,"Level 1-127 Mc Arthur hiway, brgy Sumapang Matanda Malolos Bulacan",FRANCHISE,Kiosk,LUZON,CENTRAL LUZON,MALOLOS,Cluster 2,store.107138@goldilocks.com,Store
600051,ROBINSONS MANILA,"Robisons Place-Mla, L1 Expansion Mall, Pedro Gill cor. Adriatico, Ermita, Manila",COMPANY OWNED,Full Store,LUZON,MEGA SOUTH,"MANILA, CITY OF",Cluster 1,store.600051@goldilocks.com,Store
600265,ROBINSONS MERVILLE,Woodsville City Village Mall Edison Avenue corner West Service Road Barangay ,COMPANY OWNED,Cart,LUZON,MEGA SOUTH,"PARANAQUE, CITY OF",Cluster 1,store.600265@goldilocks.com,Store
103192,ROBINSONS NORTH TACLOBAN,"Abucay, tacloban City",FRANCHISE,Kiosk,VISAYAS,EASTERN VISAYAS,TACLOBAN CITY,Cluster 4,store.103192@goldilocks.com,Store
102200,ROBINSONS PLACE ILOILO - SU,"Level 1, Mabini Wing, Robinsons Place Iloilo, Dalan Mabini Street, Iloilo City",SUBSIDIARIES,Bakeshop,VISAYAS,WESTERN VISAYAS,ILOILO CITY,Cluster 4,store.102200@goldilocks.com,Store
106056,ROBINSONS PLACE ORMOC,"Level 1 (Tenant 119) Ground Floor, Robinsons Place Ormoc, Palo Carigara Road, Ormoc City",FRANCHISE,Kiosk,VISAYAS,EASTERN VISAYAS,ORMOC CITY,Cluster 4,store.106056@goldilocks.com,Store
600183,ROBINSONS PULILAN,"Robinsons Supermarket Mall, Maharlika Hi-way, Pulilan Poblacion, Bulacan",COMPANY OWNED,Kiosk,LUZON,CENTRAL LUZON,PULILAN,Cluster 2,store.600183@goldilocks.com,Store
102181,ROBINSONS SAN NICOLAS,"GF Robinsons Place, Brgy. 1, San Francisco, San Nicolas, Ilocos Norte",SUBSIDIARIES,Kiosk,LUZON,NORTHERN LUZON,SAN FRANCISCO,Cluster 2,store.102181@goldilocks.com,Store
103133,ROBINSONS TACLOBAN,"Robinsons Place Tacloban, Tabuan National Highway, Tacloban City, Leyte",FRANCHISE,Kiosk,VISAYAS,EASTERN VISAYAS,TACLOBAN CITY,Cluster 4,No E-mail Account,Store
110091,ROSARIO CAVITE,"From: # 9152 General Trias Drive, Rosario Cavite,.To: Unit B, Giongco Bldg. Poblacion, RosarioCavite",FRANCHISE,Bakeshop,LUZON,SOUTHERN LUZON,ROSARIO,Cluster 3,store.110091@goldilocks.com,Store
102136,ROSARIO LA UNION,#1 Nejal St. Poblacion East Rosario La Union,SUBSIDIARIES,Kiosk,LUZON,NORTHERN LUZON,ROSARIO,Cluster 2,store.102136@goldilocks.com,Store
105178,"ROSARIO, BATANGAS","Gualberto Avenue  Rosario, Batangas",FRANCHISE,Kiosk,LUZON,SOUTHERN LUZON,ROSARIO,Cluster 3,store.105178@goldilocks.com,Store
600396,"ROSARIO, PASIG","G/F RB&S Plave Bld., #30 Ortigas Ave. Ext., Rosario, Pasig City",COMPANY OWNED,Bakeshop,LUZON,MEGA NORTH,"PASIG, CITY OF",Cluster 1,store.600396@goldilocks.com,Store
600487,ROTONDA ANTIPOLO,"Gems Plaza Circumferential Road, Brgy. Dalig, Antipolo, Rizal",COMPANY OWNED,Bakeshop,LUZON,SOUTHERN LUZON,"ANTIPOLO, CITY OF",Cluster 3,For Update,Store
119790,ROXAS MINDORO - SU,"H.C. Bldg. Morente Sr., Bagumbayan Roxas Oriental Mindoro",SUBSIDIARIES,Test Market,LUZON,SOUTHERN LUZON,ROXAS,Cluster 3,store.119790@goldilocks.com,Store
600182,"RUBLOU , CAINTA",Grd flr #1 ABC Rublou Market Place A. Bonifacio Ave. Corner Buenmar Green Land Cainta Rizal,COMPANY OWNED,Bakeshop,LUZON,SOUTHERN LUZON,CAINTA,Cluster 3,store.600182@goldilocks.com,Store
110162,SALAWAG DASMARINAS,"Sabales Commercial Bldg., Blk. 53 Lot 23 Golden City, Salawag, Dasmariï¿½as, Cavit",FRANCHISE,Bakeshop,LUZON,SOUTHERN LUZON,CAVITE CITY,Cluster 3,store.110162@goldilocks.com,Store
110146,SALITRAN DASMA,"SF 32, Central Mall DasmariÅ„as, Emilio Aguinaldo Hwy, Salitran, DasmariÅ„as City, Cavite",FRANCHISE,Kiosk,LUZON,SOUTHERN LUZON,DASMARINAS,Cluster 3,store.110146@goldilocks.com,Store
119715,SAMAL - SU,Blk 25 Lot 1 Barrio Babak Island Garden City of Samal,SUBSIDIARIES,Cart,MINDANAO,SOUTHERN MINDANAO,SAMAL,Cluster 4,store.119715@goldilocks.com,Store
600242,SAMPALOC SHOPWISE,"G/F Space Shopwise Express G. Tuazon corner, D. Santiago, Sampaloc MM",COMPANY OWNED,Kiosk,LUZON,MEGA SOUTH,"MANILA, CITY OF",Cluster 1,store.600242@goldilocks.com,Store
107117,SAN ANDRES BUKID (NEW CODE),"#1200 San Andres St., Malate Manila",FRANCHISE,Kiosk,LUZON,MEGA SOUTH,"MANILA, CITY OF",Cluster 1,store.107117@goldilocks.com,Store
120105,SAN ANDRES MALATE,"unit C-3 G/F 642 San Andres st., brgy. 705 zone 77 Malate Manila",FRANCHISE,Kiosk,LUZON,MEGA SOUTH,"MANILA, CITY OF",Cluster 1,store.120105@goldilocks.com,Store
119356,SAN CARLOS CEBU,"S. Carmona st. Brgy. 5 San Carlos City, Negros Occidental",SUBSIDIARIES,Kiosk,VISAYAS,CENTRAL VISAYAS,SAN CARLOS CITY,Cluster 4,store.119356@goldilocks.com,Store
107083,SAN CARLOS PANGASINAN,"G/F CSI Warehouse Club Palaris St. San Carlos City, Pangasinan",FRANCHISE,Bakeshop,LUZON,NORTHERN LUZON,SAN CARLOS CITY,Cluster 2,store.107083@goldilocks.com,Store
107149,SAN CARLOS TOWN CENTER,G town center Rizal ave. Corner Zamore st. San Carlos City Pangasinan,FRANCHISE,Kiosk,LUZON,NORTHERN LUZON,SAN CARLOS CITY,Cluster 2,store.107149@goldilocks.com,Store
116033,SAN FERNANDO,"B. Mercado St., San Fernando, Pampanga",FRANCHISE,Bakeshop,LUZON,CENTRAL LUZON,"SAN FERNANDO, CITY OF",Cluster 2,store.116033@goldilocks.com,Store
119837,SAN FERNANDO CEBU,"South Poblacion, San Fernando, Cebu 6018",SUBSIDIARIES,Kiosk,VISAYAS,CENTRAL LUZON,"SAN FERNANDO, CITY OF",Cluster 4,No E-mail Account,Store
102108,SAN FERNANDO L.U.BAYAN,"national Highway, Brgy. III San Fernando City, La Union",SUBSIDIARIES,Kiosk,LUZON,NORTHERN LUZON,"SAN FERNANDO, CITY OF",Cluster 2,store.102108@goldilocks.com,Store
103217,SAN FRANCISCO,"Central Warehouse Club, Brgy. 5 San Francisco, Agusan Del Sur",FRANCHISE,Cart,MINDANAO,SOUTHERN MINDANAO,SAN FRANCISCO,Cluster 4,store.103217@goldilocks.com,Store
107135,SAN ILDEFONSO,San Ildefonso commercial complex san Ildefonso Bulacan,FRANCHISE,Cart,LUZON,CENTRAL LUZON,SAN ILDEFONSO,Cluster 2,store.107135@goldilocks.com,Store
115087,SAN ISIDRO TM,"Mamaril, Poblacion, San Isidro, Nueva Ecija",SUBSIDIARIES,Test Market,LUZON,CENTRAL LUZON,SAN ISIDRO,Cluster 2,store.115087@goldilocks.com,Store
118068,SAN JOAQUIN PASIG,"# 7 Don Enrique Bldg. Lope K. Santos cor. Justice R. Jabson Sts. Sn Joaquin, Pasig City",FRANCHISE,Kiosk,LUZON,MEGA NORTH,"PASIG, CITY OF",Cluster 1,store.118068@goldilocks.com,Store
115090,SAN JOSE SAN MIGUEL TM,Norberto Street Brgy. San Jose San Miguel   Bulacan,SUBSIDIARIES,Test Market,LUZON,CENTRAL LUZON,,Cluster 2,No E-mail Account,Store
115040,"SAN JOSE, NE","G/F Rafael-Amparo Bldg., Maharlika Cor. Bonifacio St., San Jose City, Nueva Ecija",SUBSIDIARIES,Bakeshop,LUZON,CENTRAL LUZON,SAN JOSE CITY,Cluster 2,store.115040@goldilocks.com,Store
119792,SAN JUAN BAYAN BATANGAS - SU,"Mojica Street corner Marasigan Street, Poblacion, San Juan, Batangas",SUBSIDIARIES,Bakeshop,LUZON,SOUTHERN LUZON,SAN JUAN,Cluster 3,store.119792@goldilocks.com,Store
115079,SAN MANUEL TARLAC  2 TM,Mc Arthur Highway Poblacion San Manuel Tarlac,SUBSIDIARIES,Test Market,LUZON,CENTRAL LUZON,,Cluster 2,No E-mail Account,Store
600102,SAN MATEO,127 Gen. Luna St. Ampid San Mateo Rizal,COMPANY OWNED,Bakeshop,LUZON,SOUTHERN LUZON,SAN MATEO,Cluster 3,store.600102@goldilocks.com,Store
600291,SAN MATEO GITNANG BAYAN,"#3 P. Burgos St. Sta. Ana, San Mateo, Rizal",COMPANY OWNED,Bakeshop,LUZON,SOUTHERN LUZON,SAN MATEO,Cluster 3,store.600291@goldilocks.com,Store
101171,SAN MATIAS PAMAPANGA,"Stall #2 Mc Arthur Hi-Way San Matias, Sto. Tomas, Pampanga",FRANCHISE,Test Market,LUZON,CENTRAL LUZON,"SAN FERNANDO, CITY OF",Cluster 2,store.101171@goldilocks.com,Store
104072,SAN NARCISO ZAMBALES,"National Highway, Libertad, San Narciso, Zambales",FRANCHISE,Test Market,LUZON,CENTRAL LUZON,SAN NARCISO,Cluster 2,No E-mail Account,Store
114001,SAN PABLO,"M. PAULINO STREET, SAN PABLO CITY, LAGUNA",FRANCHISE,Bakeshop,LUZON,SOUTHERN LUZON,SAN PABLO CITY,Cluster 3,store.114001@goldilocks.com,Store
119791,SAN PABLO 2 DOWNTOWN - SU,"#36 Rizal ave., V-C San Pablo City Laguna",SUBSIDIARIES,Kiosk,LUZON,SOUTHERN LUZON,SAN PABLO CITY,Cluster 3,store.119791@goldilocks.com,Store
103037,SAN PEDRO,"MAA BLDG. A. MabiniSt., Poblacion San Pedro, Laguna",FRANCHISE,Bakeshop,LUZON,SOUTHERN LUZON,SAN PEDRO,Cluster 3,store.103037@goldilocks.com,Store
107168,SAN RAFAEL BULACAN,"47B Cruz na Daan, San Rafael, Bulacan",FRANCHISE,Kiosk,LUZON,CENTRAL LUZON,SAN RAFAEL,Cluster 2,No E-mail Account,Store
115159,"SAN REMEGIO, CEBU","Prince Hypermart, San Remigio, Cebu",SUBSIDIARIES,Kiosk,VISAYAS,CENTRAL VISAYAS,"SAN REMIGIO, CITY OF",Cluster 4,store.115159@goldilocks.com,Store
109040,SAN VICENTE APALIT,"2G/F IYM Bldg. Mc Arthur Highway, San Vicente, Apalit, Pampanga",FRANCHISE,Kiosk,LUZON,CENTRAL LUZON,APALIT,Cluster 2,store.109040@goldilocks.com,Store
103032,SANGANDAAN,# 1034 B.S.B. Comm,FRANCHISE,Bakeshop,LUZON,MEGA NORTH,CALOOCAN ,Cluster 1,store.103032@goldilocks.com,Store
103131,"SANGANDAAN, K","198 A. Mabini St. , Maypajo, Caloocan City",FRANCHISE,Kiosk,LUZON,MEGA NORTH,CALOOCAN ,Cluster 1,store.103131@goldilocks.com,Store
TM0098,SANTA FE BANTAYAN TM,"Stall Number 1 Rizzyfina Plaza, Corner Borrasca St., and Batiancila St. Talisay Sta. Fe Cebu",SUBSIDIARIES,Test Market,VISAYAS,CENTRAL VISAYAS,,Cluster 4,No E-mail Account,Store
102187,SANTIAGO ISABELA,"DJ Bldg. Maharlika Highway, Victory Norte, Santiago City, Isabela, Cagayan Valley",SUBSIDIARIES,Kiosk,LUZON,NORTHERN LUZON,"SANTIAGO, CITY OF",Cluster 2,No E-mail Account,Store
600225,SAPANG PALAY,"G/F Victory Mall Town Center, Sapang Palay, San Jose Del Monte, Bulacan",COMPANY OWNED,Kiosk,LUZON,CENTRAL LUZON,"SAN JOSE DEL MONTE, CITY OF",Cluster 2,store.600225@goldilocks.com,Store
119783,SARIAYA QUEZON - SU,"Maxima Tan Space Lessor, General Luna St., Brgy.2 Sariaya Quezon",SUBSIDIARIES,Kiosk,LUZON,SOUTHERN LUZON,SARIAYA,Cluster 3,store.119783@goldilocks.com,Store
119730,SASA DAVAO - SU,"LTG Bldg., kM. 9, Bo. Pampanga, Sasa, Davao City",SUBSIDIARIES,Kiosk,MINDANAO,SOUTHERN MINDANAO,DAVAO CITY,Cluster 4,store.119730@goldilocks.com,Store
600359,SAVEMORE ALAPAN IMUS,"SM Savemore market Alapan Imus, Bucandala Alapan rd., Alapan II-A Imus Cavite",COMPANY OWNED,Cart,LUZON,SOUTHERN LUZON,CAVITE CITY,Cluster 3,store.600359@goldilocks.com,Store
600356,SAVEMORE AMADEO CAVITE,"bldg. A. Paseo de Amadeo commercial Arcade, Crisanto delos Reyes cor. P Samonte st., Amadeo Cavite",COMPANY OWNED,Cart,LUZON,SOUTHERN LUZON,CAVITE CITY,Cluster 3,store.600356@goldilocks.com,Store
600337,SAVEMORE AMANG RODRIGUEZ,"Amang Rodriguez Ave., Corner Evangelista St., Santolan Pasig City",COMPANY OWNED,Cart,LUZON,MEGA NORTH,"MARIKINA, CITY OF",Cluster 1,store.600337@goldilocks.com,Store
600343,SAVEMORE ANGONO 2,"Brgy. San Isidro, Manila East Road, Angono, Rizal",COMPANY OWNED,Cart,LUZON,SOUTHERN LUZON,ANGONO,Cluster 3,store.600343@goldilocks.com,Store
600429,SAVEMORE ANGONO AB COMPLEX,"AB Complex Manual L. Quezon Avenue, San Pedro, Angono, Rizal",COMPANY OWNED,Cart,LUZON,SOUTHERN LUZON,ANGONO,Cluster 3,store.600429@goldilocks.com,Store
600321,SAVEMORE ANONAS,"Maamo St., Road Lot 30, V. Luna, Anonas Ext., Sikatuna, Quezon City",COMPANY OWNED,Cart,LUZON,MEGA NORTH,QUEZON CITY,Cluster 1,store.600321@goldilocks.com,Store
102147,SAVEMORE AURORA ISABELA,"SM Savemore market brgy. San Pedro, San Pablo (Pob.) Aurora Isabela",SUBSIDIARIES,Cart,LUZON,NORTHERN LUZON,ISABELA,Cluster 2,store.102147@goldilocks.com,Store
600313,SAVEMORE BAGBAGUIN,"300 General Luis, Caloocan, 1420 Metro Manila",COMPANY OWNED,Cart,LUZON,MEGA NORTH,QUEZON CITY,Cluster 1,store.600313@goldilocks.com,Store
600417,SAVEMORE BANAWE,"Banawe St., Corner Sen. Mariano J. Cunco St., Quezon City",COMPANY OWNED,Cart,LUZON,MEGA NORTH,QUEZON CITY,Cluster 1,No E-mail Account,Store
600365,SAVEMORE BANKERS VILLAGE,"SM Savemore Market HLG Bldg. Quirino Highway Bankers Village II, Brgy 184",COMPANY OWNED,Cart,LUZON,MEGA NORTH,CALOOCAN,Cluster 1,store.600365@goldilocks.com,Store
600460,SAVEMORE BANLIC,"Savemore Market Banlic Laguna Pan Philippine Highway corner Camella Road, Banlic Cabuyao Laguna",COMPANY OWNED,Cart,LUZON,SOUTHERN LUZON,CABUYAO,Cluster 3,store.600460@goldilocks.com,Store
600488,SAVEMORE BINAN,"Savemore Market Binan Ground Floor City Market Mall. San Vicente, BInan, Laguna",COMPANY OWNED,Cart,LUZON,SOUTHERN LUZON,BINAN,Cluster 3,store.600488@goldilocks.com,Store
600329,SAVEMORE BINANGONAN,"Savemore Binangonan, Brgy. Palangoy, Binagonan, Rizal",COMPANY OWNED,Cart,LUZON,SOUTHERN LUZON,BINANGONAN,Cluster 3,store.600329@goldilocks.com,Store
600331,SAVEMORE CABUYAO LAGUNA,"J.P Rizal ave., A Bonifacio st., Poblacion Cabuyao Laguna",COMPANY OWNED,Cart,LUZON,SOUTHERN LUZON,CABUYAO,Cluster 3,store.600331@goldilocks.com,Store
116441,SAVEMORE CARTIMAR,"Savemore Market Cartimar G/F Shoppers Arcade, Cartimar Shopping Center Pasay City",FRANCHISE,Cart,LUZON,MEGA SOUTH,PASAY CITY,Cluster 1,store.116441@goldilocks.com,Store
102186,SAVEMORE CEDAR PEAK,"Savemore Cedar Peak Condominium, Upper Mabini corncer General Luna, Kabayanihan, Baguio City, Benguet",SUBSIDIARIES,Cart,LUZON,NORTHERN LUZON,BAGUIO CITY,Cluster 2,store.102186@goldilocks.com,Store
115099,SAVEMORE CONCEPCION TARLAC,"Savemore Market L. Cortez St., Cor. Mabini St., Brgy San Nicolas Poblacion, Concepcion Tarlac",SUBSIDIARIES,Cart,LUZON,CENTRAL LUZON,CONCEPCION,Cluster 2,store.115099@goldilocks.com,Store
600433,SAVEMORE FRANCIS,"Corner Gov. Pascual & M. H. Del Pilar, Tinajeros, Malabon City",COMPANY OWNED,Cart,LUZON,MEGA NORTH,MALABON,Cluster 1,store.600433@goldilocks.com,Store
600458,SAVEMORE GARDEN VILLAS,"Savemore Market Gardens Sta. Rosa., Brgy Ibaba, Sta. Rosa, Laguna",COMPANY OWNED,Cart,LUZON,SOUTHERN LUZON,SANTA ROSA,Cluster 3,store.600458@goldilocks.com,Store
110157,SAVEMORE GMA PORTAL,"Portal mall purok Uno brgy., Poblacion Gen. Mariano Alvarez Cavite",FRANCHISE,Cart,LUZON,SOUTHERN LUZON,GMA,Cluster 3,store.110157@goldilocks.com,Store
115103,SAVEMORE IBA ZAMBALES,"Along Zambales Pangasinan Rd. Brgy. Sagapan, Iba, Zambales",SUBSIDIARIES,Cart,LUZON,CENTRAL LUZON,IBA,Cluster 2,store.115103@goldilocks.com,Store
102132,SAVEMORE LINGAYEN,"SM Savemore Lingayen, Poblacion St., Lingayen Pangasinan",SUBSIDIARIES,Cart,LUZON,NORTHERN LUZON,LINGAYEN,Cluster 2,store.102132@goldilocks.com,Store
600461,SAVEMORE M. ALVAREZ,Talon V. Las Pinas City,COMPANY OWNED,Cart,LUZON,MEGA SOUTH,"LAS PIÃ‘AS, CITY OF",Cluster 3,store.600461@goldilocks.com,Store
107147,SAVEMORE MALHACAN,"SM Savemore Malhacan, Malhacan road. Malhacan Meycauayan Bulacan",FRANCHISE,Cart,LUZON,CENTRAL LUZON,MEYCAUAYAN,Cluster 2,store.107147@goldilocks.com,Store
102240,SAVEMORE MARKET JARO 1 - SU,"Libertad St., Jaro, IloIlo City",SUBSIDIARIES,Cart,VISAYAS,WESTERN VISAYAS,ILOILO CITY,Cluster 4,No E-mail Account,Store
102221,SAVEMORE MARKET TALISAY,"Savemore Market Talisay, Zone 12 Talisay City, Negros Occ.",SUBSIDIARIES,Cart,VISAYAS,WESTERN VISAYAS,"TALISAY, CITY OF",Cluster 4,store.102221@goldilocks.com,Store
600428,SAVEMORE MERIDIAN TAGAYTAY,"Brgy. Tartaria, Sta. Rosa, Tagaytay Road, Silang, Cavite",COMPANY OWNED,Cart,LUZON,SOUTHERN LUZON,SILANG,Cluster 3,store.600428@goldilocks.com,Store
600424,SAVEMORE MORONG,"58 Tomas Claudio St., Bry. San Juan, Morong, Rizal",COMPANY OWNED,Cart,LUZON,SOUTHERN LUZON,MORONG,Cluster 3,store.600424@goldilocks.com,Store
600465,SAVEMORE MUNTINLUPA,"Elizabeth Center Bldg., National Road, Muntinlupa City",COMPANY OWNED,Cart,LUZON,MEGA SOUTH,"MUNTINLUPA, CITY OF",Cluster 3,store.600465@goldilocks.com,Store
116296,SAVEMORE MUZON 2,"SM Savemore market zone II, Muzon City of San Jose del Monte Bulacan",FRANCHISE,Cart,LUZON,CENTRAL LUZON,"SAN JOSE DEL MONTE, CITY OF",Cluster 2,store.116296@goldilocks.com,Store
600320,SAVEMORE NAGTAHAN,"Nagtahan St. Corner R. Magsaysay Blvd., Sta Mesa Manila",COMPANY OWNED,Cart,LUZON,MEGA SOUTH,"MANILA, CITY OF",Cluster 1,store.600320@goldilocks.com,Store
102159,SAVEMORE NOVO APPARI,"SM Savemore market Novo mall Maura, Aparri Cagayan",SUBSIDIARIES,Cart,LUZON,NORTHERN LUZON,APARRI,Cluster 2,store.102159@goldilocks.com,Store
600402,SAVEMORE ONEMALL VALENZUELA,"Sm Savemore Market, One Mall Gen T. De Leon, City of Valenzuela",COMPANY OWNED,Cart,LUZON,MEGA NORTH,"VALENZUELA, CITY OF",Cluster 1,store.600402@goldilocks.com,Store
115104,SAVEMORE PANIQUI TARLAC,"Megamart G/F, Brgy. Poblacion Norte, Municipal of Paniqui, Tarlac City",SUBSIDIARIES,Cart,LUZON,CENTRAL LUZON,PANIQUI,Cluster 2,store.115104@goldilocks.com,Store
600468,SAVEMORE PEDRO GIL,"Pedro Gil corner Singalong St., Manila",COMPANY OWNED,Cart,LUZON,MEGA SOUTH,"MANILA, CITY OF",Cluster 1,store.600468@goldilocks.com,Store
102185,SAVEMORE POZORRUBIO,"Savemore Market Poblacion, District 1, Pozorrubio, Pangasinan",SUBSIDIARIES,Cart,LUZON,NORTHERN LUZON,POZORRUBIO,Cluster 2,store.102185@goldilocks.com,Store
102153,SAVEMORE PRIMARK CAUAYAN ISABELA,"SM Savemore market Maharlika highway corner Cortes st., San Fermin Cauayan Isabela",SUBSIDIARIES,Cart,LUZON,NORTHERN LUZON,"CAUAYAN, CITY OF",Cluster 2,store.102153@goldilocks.com,Store
102148,SAVEMORE PRIMARK CORDON ISABELA,"SM Savemore market town center National highway Roxas Pob. (Centro Sur), Cordon Isabela",SUBSIDIARIES,Cart,LUZON,NORTHERN LUZON,ISABELA,Cluster 2,store.102148@goldilocks.com,Store
600364,SAVEMORE PRIMARK DEPARO CALOOCAN,"Savemore market Primark Town center Deparo rd., Gilmar place zone 15, District 1 brgy. 168 Caloocan",COMPANY OWNED,Cart,LUZON,MEGA NORTH,CALOOCAN,Cluster 1,store.600364@goldilocks.com,Store
115066,SAVEMORE PRIMARK GAPAN,"Savemore market, Primark town center, San Vicente (Pob.), City of Gapan Nueva Ecija",SUBSIDIARIES,Cart,LUZON,CENTRAL LUZON,GAPAN,Cluster 2,store.115066@goldilocks.com,Store
115073,SAVEMORE PRIMARK GERONA TARLAC,"SM Savemore Market Primark Town center, Gerona Tarlac",SUBSIDIARIES,Cart,LUZON,CENTRAL LUZON,"TARLAC, CITY OF",Cluster 2,store.115073@goldilocks.com,Store
115076,SAVEMORE PRIMARK GUIMBA,"SM Savemore market Primark Town Center, Guimba Nueva Ecija",SUBSIDIARIES,Cart,LUZON,CENTRAL LUZON,GUIMBA,Cluster 2,store.115076@goldilocks.com,Store
115167,SAVEMORE PRIMARK MACABEBE,"SM Savemore Market Sta. Cruz Macabebe Pampanga	",SUBSIDIARIES,Cart,LUZON,CENTRAL LUZON,MACABEBE,Cluster 2,No E-mail Account,Store
600459,SAVEMORE PRIMARK NOVELETA,"Savemore Market Primark Town Center Noveleta, Dr. Jose Salud St., Magdiwang Noveleta Cavite",COMPANY OWNED,Cart,LUZON,SOUTHERN LUZON,NOVELETA,Cluster 3,store.600459@goldilocks.com,Store
600326,SAVEMORE PROJECT 8 QC,"Savemore Project 8, Benefit Corner Redemption Grant St., GSIS Village Project 8, Quezon City",COMPANY OWNED,Cart,LUZON,MEGA NORTH,QUEZON CITY,Cluster 1,store.600326@goldilocks.com,Store
102155,SAVEMORE ROXAS ISABELA,"Sm Savemore Market Roxas, Isabela, Roxas Isabela Xentro Mall, Brgy Poblacion, Roxas Isabela",SUBSIDIARIES,Cart,LUZON,NORTHERN LUZON,ROXAS,Cluster 2,store.102155@goldilocks.com,Store
600360,SAVEMORE SALAWAG,"main rd., Ph4 Golden City Salawag Dasmarinas Cavite",COMPANY OWNED,Cart,LUZON,SOUTHERN LUZON,CAVITE CITY,Cluster 3,store.600360@goldilocks.com,Store
110161,SAVEMORE SALITRAN,"Emilio Aguinaldo Hwy, Salitran, Dasmarinas, Cavite",FRANCHISE,Cart,LUZON,SOUTHERN LUZON,DASMARIÃ‘AS,Cluster 3,store.110161@goldilocks.com,Store
119795,SAVEMORE SORSOGON 1 - SU,"SM Savemore market Sorsogon Shopping center, Magsaysay st Sorsogon City",SUBSIDIARIES,Cart,LUZON,SOUTHERN LUZON,"SORSOGON, CITY OF",Cluster 3,store.119795@goldilocks.com,Store
119794,SAVEMORE SORSOGON 2 - SU,"SM Savemore market Rizal ave., corner De Vera st., Sorsogon City",SUBSIDIARIES,Cart,LUZON,SOUTHERN LUZON,"SORSOGON, CITY OF",Cluster 3,store.119794@goldilocks.com,Store
102204,SAVEMORE STA. BARBARA - SU,"Roosevelt st., Sta. Barbara Iloilo",SUBSIDIARIES,Cart,VISAYAS,WESTERN VISAYAS,SANTA BARBARA,Cluster 4,store.102204@goldilocks.com,Store
119736,SAVEMORE TACURONG - SU,"Savemore Primark Town Center Mabini St., Tacurong City",SUBSIDIARIES,Cart,MINDANAO,SOUTHERN MINDANAO,"TACURONG, CITY OF",Cluster 4,store.119736@goldilocks.com,Store
115098,SAVEMORE TALAVERA,"Savemore Market Talavera, Barrio Poblacion Talavera, Nueva Ecija",SUBSIDIARIES,Cart,LUZON,CENTRAL LUZON,TALAVERA,Cluster 2,store.115098@goldilocks.com,Store
105258,SAVEMORE TANAUAN BATANGAS,"Savemore Market Victory Mall & Market Tanauan, A. Mabini Avenue, Poblacion VII, Tanauan City Batangas",FRANCHISE,Cart,LUZON,SOUTHERN LUZON,BATANGAS CITY,Cluster 3,store.105258@goldilocks.com,Store
600403,SAVEMORE TANAY,SM Savemore market ground level Tanay town center F.T rd corner Sampaloc st. Tanay Rizal,COMPANY OWNED,Cart,LUZON,SOUTHERN LUZON,TANAY,Cluster 3,store.600403@goldilocks.com,Store
119803,SAVEMORE TAYABAS QUEZON,"56 gen. Luna st., cor. JP Rizal Angeles Tayabas Quezon 4327",SUBSIDIARIES,Kiosk,LUZON,SOUTHERN LUZON,TAYABAS,Cluster 3,No E-mail Account,Store
102168,SAVEMORE TUGUEGARAO,"Sm Savemore Market Tuguegarao Mall of the Valley cor Gonzaga Del Rosario & Bonifacio St., Brgy Centro II, Tuguegarao City",SUBSIDIARIES,Cart,LUZON,NORTHERN LUZON,TUGUEGARAO CITY,Cluster 2,store.102168@goldilocks.com,Store
600399,SAVEMORE XRC BATANGAS,"Savemore Market, Xentro Mall BA Dicersion Road, Alangilan, Batangas City",COMPANY OWNED,Cart,LUZON,SOUTHERN LUZON,BATANGAS CITY,Cluster 3,store.600399@goldilocks.com,Store
600330,SAVEMORE ZAPOTE,"FRC Supermall, Talaba Diversion Road, Zapote, Bacoor",COMPANY OWNED,Cart,LUZON,SOUTHERN LUZON,BACOOR,Cluster 3,store.600330@goldilocks.com,Store
600023,SCOUT BORROMEO,"Unit 117-B, NBS Scout Borromeo Quezon Avenue, Quezon City",COMPANY OWNED,Bakeshop,LUZON,MEGA NORTH,QUEZON CITY,Cluster 1,store.600023@goldilocks.com,Store
600003,SHAW BLVD.,"#439 Shaw Blvd., Mandaluyong City",COMPANY OWNED,Full Store,LUZON,MEGA SOUTH,"MANDALUYONG, CITY OF",Cluster 1,store.600003@goldilocks.com,Store
104042,SHAW CENTERMALL,"Shaw Center Mall 360 Shaw Boulevard, Barangay Addition Hills Mandaluyong City ",FRANCHISE,Cart,LUZON,MEGA SOUTH,"MANDALUYONG, CITY OF",Cluster 1,store.104042@goldilocks.com,Store
114030,SHELL STO TOMAS,"Maharlika Highway, Barangay San Antonio, Sto.Tomas. Batangas",FRANCHISE,Bakeshop,LUZON,SOUTHERN LUZON,SANTO TOMAS,Cluster 3,store.114030@goldilocks.com,Store
